,name,ticker,equityType,sicSector,sicIndustry,ticker_classification
24461,ATLANTIC RICHFIELD CO,ARC1,Domestic Common Stock,Manufacturing,Petroleum Refining,mid
24465,ATLANTICUS HOLDINGS CORP,ATLC,Domestic Common Stock Primary Class,Finance Insurance And Real Estate,Personal Credit Institutions,small
24468,ATLAS AIR WORLDWIDE HOLDINGS INC,AAWHQ,Domestic Common Stock,Transportation Communications Electric Gas And Sanitary Service,Air Transportation Nonscheduled,mid
24514,ATLAS ENERGY INC,ATLS2,Domestic Common Stock,Transportation Communications Electric Gas And Sanitary Service,Natural Gas Transmission,mid
24570,ATMOS ENERGY CORP,ATO,Domestic Common Stock,Transportation Communications Electric Gas And Sanitary Service,Natural Gas Distribution,mid
24623,ATRIX LABORATORIES INC,ATRX1,Domestic Common Stock,Manufacturing,Pharmaceutical Preparations,mid
24635,ATRICURE INC,ATRC,Domestic Common Stock,Manufacturing,Surgical & Medical Instruments & Apparatus,mid
24654,ATRION CORP,ATRI,Domestic Common Stock,Manufacturing,Surgical & Medical Instruments & Apparatus,mid
24674,ATWOOD OCEANICS INC,ATW,Domestic Common Stock,Mining,Drilling Oil & Gas Wells,mid
24727,AUDIBLE INC,ADBL,Domestic Common Stock,Services,Services-Business Services Nec,mid
24736,AUDIENCE INC,ADNC,Domestic Common Stock,Manufacturing,Semiconductors & Related Devices,small
24745,AUDENTES THERAPEUTICS INC,BOLD,Domestic Common Stock,Manufacturing,Biological Products (No Disgnostic Substances),small
24748,AUGUST TECHNOLOGY CORP,AUGT1,Domestic Common Stock,Manufacturing,Optical Instruments & Lenses,mid
24775,AURIZON MINES LTD,AZK,Canadian Common Stock,Mining,Miscellaneous Metal Ores,mid
24778,AURORA FOODS INC,AURFQ,Domestic Common Stock,Manufacturing,Grain Mill Products,small
24786,AURORA BIOSCIENCES CORP,ABSC,Domestic Common Stock,Services,Services-Commercial Physical & Biological Research,small
24787,AUSPEX SYSTEMS INC,ASPXQ,Domestic Common Stock,Manufacturing,Computer Communications Equipment,mid
24790,AUSPEX PHARMACEUTICALS INC,ASPX,Domestic Common Stock,Manufacturing,Pharmaceutical Preparations,small
24793,AUTHENTEC INC,AUTH,Domestic Common Stock,Manufacturing,Semiconductors & Related Devices,mid
24797,AEON GLOBAL HEALTH CORP,AGHC,Domestic Common Stock,Services,Services-Medical Laboratories,mid
24805,AUTHORIZENET HOLDINGS INC,ANET1,Domestic Common Stock,Transportation Communications Electric Gas And Sanitary Service,Radiotelephone Communications,small
24806,AUTOWEB INC,AUTO,Domestic Common Stock,Services,Services-Computer Programming Data Processing Etc.,mid
24886,AUTOHOME INC,ATHM,ADR Common Stock,Services,Services-Computer Processing & Data Preparation,mid
24887,AUTOLIV INC,ALV,Domestic Common Stock Primary Class,Manufacturing,Motor Vehicle Parts & Accessories,mid
25149,AVALON PHARMACEUTICALS INC,AVRX,Domestic Common Stock,Manufacturing,Pharmaceutical Preparations,small
25151,AVALON ADVANCED MATERIALS INC,AVLNF,ADR Common Stock,Mining,Metal Mining,small
25210,AVANT CORP,AVNT1,Domestic Common Stock,Services,Services-Prepackaged Software,mid
25214,AVANIR PHARMACEUTICALS INC,AVNR,Domestic Common Stock,Manufacturing,Pharmaceutical Preparations,mid
25244,AVANEX CORP,AVNX,Domestic Common Stock,Manufacturing,Semiconductors & Related Devices,mid
25273,AVAYA INC,AV1,Domestic Common Stock,Manufacturing,Telephone & Telegraph Apparatus,mid
25299,AVANTGO INC,AVGO1,Domestic Common Stock,Services,Services-Computer Programming Services,small
25300,AVANGRID INC,AGR,Domestic Common Stock,Transportation Communications Electric Gas And Sanitary Service,Electric Services,mid
25307,AQUANTIVE INC,AQNT,Domestic Common Stock,Services,Services-Business Services Nec,small
25310,AVENTINE RENEWABLE ENERGY HOLDINGS INC,AVRNQ,Domestic Common Stock,Manufacturing,Industrial Organic Chemicals,mid
25319,AVEO PHARMACEUTICALS INC,AVEO,Domestic Common Stock,Manufacturing,Pharmaceutical Preparations,mid
25332,AVENUE FINANCIAL HOLDINGS INC,AVNU,Domestic Common Stock,Finance Insurance And Real Estate,State Commercial Banks,small
25333,AVERY DENNISON CORP,AVY,Domestic Common Stock,Manufacturing,Converted Paper & Paperboard Prods (No Contaners/Boxes),large
25394,AVIALL INC,AVL1,Domestic Common Stock,Wholesale Trade,Wholesale-Machinery Equipment & Supplies,mid
25418,AVIAT NETWORKS INC,AVNW,Domestic Common Stock,Manufacturing,Radio & Tv Broadcasting & Communications Equipment,mid
25431,TIMCO AVIATION SERVICES INC,TMAV,Domestic Common Stock,Transportation Communications Electric Gas And Sanitary Service,Airports Flying Fields & Airport Terminal Services,small
25432,AVID TECHNOLOGY INC,AVID,Domestic Common Stock,Services,Services-Prepackaged Software,mid
25487,AVIGEN INC,AVGN,Domestic Common Stock,Manufacturing,In Vitro & In Vivo Diagnostic Substances,mid
25494,AVINGER INC,AVGR,Domestic Common Stock,Manufacturing,Surgical & Medical Instruments & Apparatus,small
25498,AVIRON,AVIR1,Domestic Common Stock,Manufacturing,Biological Products (No Disgnostic Substances),small
25531,AVIS GROUP HOLDINGS INC,AVI,Domestic Common Stock,Services,Services-Auto Rental & Leasing (No Drivers),small
25532,AVISTA CORP,AVA,Domestic Common Stock,Transportation Communications Electric Gas And Sanitary Service,Electric & Other Services Combined,mid
25659,AVIZA TECHNOLOGY INC,AVZAQ,Domestic Common Stock,Manufacturing,Special Industry Machinery Nec,small
25660,AVIV REIT INC,AVIV1,Domestic Common Stock,Finance Insurance And Real Estate,Real Estate Investment Trusts,mid
25667,AVIVA PLC,AVVIY,ADR Common Stock,Finance Insurance And Real Estate,Life Insurance,small
25671,AVOCENT CORP,AVCT1,Domestic Common Stock,Manufacturing,Computer Peripheral Equipment Nec,mid
25698,AVINO SILVER & GOLD MINES LTD,ASM,Canadian Common Stock,Mining,Metal Mining,small
25760,AXA SA,AXAHY,ADR Common Stock,Finance Insurance And Real Estate,Life Insurance,mid
25764,AWARE INC,AWRE,Domestic Common Stock,Services,Services-Prepackaged Software,mid
25776,AXCELIS TECHNOLOGIES INC,ACLS,Domestic Common Stock,Manufacturing,Special Industry Machinery Nec,mid
25824,AXENT TECHNOLOGIES INC,AXNT,Domestic Common Stock,Services,Services-Prepackaged Software,small
25825,AXSYS TECHNOLOGIES INC,AXYS,Domestic Common Stock,Manufacturing,Optical Instruments & Lenses,mid
25827,AXIALL CORP,AXLL,Domestic Common Stock,Manufacturing,Plastic Materials Synth Resins & Nonvulcan Elastomers,mid
25839,AXOGEN INC,AXGN,Domestic Common Stock,Manufacturing,Electromedical & Electrotherapeutic Apparatus,small
25846,AXON ENTERPRISE INC,AXON,Domestic Common Stock,Manufacturing,Ordnance & Accessories (No Vehicles/Guided Missiles),small
25848,AXSOME THERAPEUTICS INC,AXSM,Domestic Common Stock,Manufacturing,Pharmaceutical Preparations,small
25852,AXCAN PHARMA INC,AXCA,Canadian Common Stock,Manufacturing,Pharmaceutical Preparations,mid
25855,TRUIST FINANCIAL CORP,BBT-PD,Domestic Preferred Stock,Finance Insurance And Real Estate,National Commercial Banks,large
25955,BCB BANCORP INC,BCBP,Domestic Common Stock,Finance Insurance And Real Estate,Savings Institution Federally Chartered,small
26004,BEI TECHNOLOGIES INC,BEIQ,Domestic Common Stock,Manufacturing,Industrial Instruments For Measurement Display And Control,mid
26020,BBX CAPITAL CORP,BBX1,Domestic Common Stock,Finance Insurance And Real Estate,Savings Institution Federally Chartered,small
26031,BGC GROUP INC,BGC,Domestic Common Stock Primary Class,Finance Insurance And Real Estate,Security & Commodity Brokers Dealers Exchanges & Services,mid
26066,BHA GROUP INC,BHAG,Domestic Common Stock,Manufacturing,Industrial & Commercial Fans & Blowers & Air Purifing Equip,small
26071,BHC COMMUNICATIONS INC,BHC.A,Domestic Common Stock,Transportation Communications Electric Gas And Sanitary Service,Television Broadcasting Stations,small
26072,BGSF INC,BGSF,Domestic Common Stock,Services,Services-Help Supply Services,small
26074,BHP GROUP PLC,BBL,ADR Common Stock Secondary Class,Mining,Bituminous Coal & Lignite Mining,mid
26088,CITI INVESTOR SERVICES INC,BSG,Domestic Common Stock,Finance Insurance And Real Estate,Security & Commodity Brokers Dealers Exchanges & Services,mid
26118,BIW LTD,BIW,Domestic Common Stock,Transportation Communications Electric Gas And Sanitary Service,Water Supply,small
26119,BJ SERVICES CO,BJS,Domestic Common Stock,Mining,Oil & Gas Field Services Nec,mid
26152,BJS WHOLESALE CLUB INC,BJ1,Domestic Common Stock,Retail Trade,Retail-Variety Stores,mid
26201,BIND THERAPEUTICS INC,BINDQ,Domestic Common Stock,Manufacturing,Pharmaceutical Preparations,small
26203,BMC INDUSTRIES INC,BMMI,Domestic Common Stock,Manufacturing,Coating Engraving & Allied Services,small
26207,BOK FINANCIAL CORP,BOKF,Domestic Common Stock Primary Class,Finance Insurance And Real Estate,National Commercial Banks,mid
26259,BP PLC,BP,ADR Common Stock,Manufacturing,Petroleum Refining,large
26306,BPZ RESOURCES INC,BPZRQ,Domestic Common Stock,Mining,Crude Petroleum & Natural Gas,mid
26322,BRT APARTMENTS CORP,BRT,Domestic Common Stock,Finance Insurance And Real Estate,Real Estate Investment Trusts,mid
26329,BRE PROPERTIES INC,BRE,Domestic Common Stock,Finance Insurance And Real Estate,Real Estate Investment Trusts,mid
26378,BSB BANCORP INC,BSBN,Domestic Common Stock,Finance Insurance And Real Estate,State Commercial Banks,mid
26390,PERSEON CORP,PRSNQ,Domestic Common Stock,Manufacturing,Electromedical & Electrotherapeutic Apparatus,small
26392,BNC BANCORP,BNCN,Domestic Common Stock,Finance Insurance And Real Estate,National Commercial Banks,mid
26409,BMP SUNSTONE CORP,BJGP,Domestic Common Stock,Wholesale Trade,Wholesale-Drugs Proprietaries & Druggists' Sundries,small
26417,BSB BANCORP INC,BLMT,Domestic Common Stock,Finance Insurance And Real Estate,State Commercial Banks,mid
26429,PROMISTAR FINANCIAL CORP,PRFC1,Domestic Common Stock,Finance Insurance And Real Estate,State Commercial Banks,small
26430,BT GROUP PLC,BTTGY,ADR Common Stock,Transportation Communications Electric Gas And Sanitary Service,Telephone Communications (No Radiotelephone),mid
26447,B RILEY FINANCIAL INC,RILY,Domestic Common Stock Primary Class,Services,Services-Business Services Nec,small
26453,BMC STOCK HOLDINGS INC,BMCH,Domestic Common Stock,Retail Trade,Retail-Lumber & Other Building Materials Dealers,mid
26505,BTU INTERNATIONAL INC,BTUI,Domestic Common Stock,Manufacturing,Special Industry Machinery Nec,mid
26506,BWX TECHNOLOGIES INC,BWXT,Domestic Common Stock,Manufacturing,Engines & Turbines,mid
26513,BYL BANCORP,BOYL,Domestic Common Stock,Finance Insurance And Real Estate,State Commercial Banks,small
26514,BABCOCK & WILCOX ENTERPRISES INC,BW,Domestic Common Stock Primary Class,Manufacturing,Heating Equipment Except Electric & Warm Air Furnaces,mid
26523,BACK YARD BURGERS INC,BYBI,Domestic Common Stock,Retail Trade,Retail-Eating  Places,small
26524,BADGER METER INC,BMI,Domestic Common Stock,Manufacturing,Totalizing Fluid Meters & Counting Devices,mid
26592,MICHAEL BAKER CORP,BKR1,Domestic Common Stock,Services,Services-Management Services,mid
26703,BALDOR ELECTRIC CO,BEZ,Domestic Common Stock,Manufacturing,Motors & Generators,mid
26728,PROTECTIVE INSURANCE CORP,PTVCB,Domestic Common Stock Primary Class,Finance Insurance And Real Estate,Fire Marine & Casualty Insurance,mid
26838,FG GROUP HOLDINGS INC,FGH,Domestic Common Stock,Manufacturing,Photographic Equipment & Supplies,mid
26849,BALLARD POWER SYSTEMS INC,BLDP,Canadian Common Stock,Manufacturing,Electrical Industrial Apparatus,mid
26857,BALLY TOTAL FITNESS CORP,BFTH,Domestic Common Stock,Services,Services-Membership Sports & Recreation Clubs,mid
26874,BALLY TECHNOLOGIES INC,BYI,Domestic Common Stock,Services,Services-Prepackaged Software,mid
26908,BAM ENTERTAINMENT INC,BFUN,Domestic Common Stock,Services,Services-Prepackaged Software,small
26909,BANCFIRST OHIO CORP,BFOH,Domestic Common Stock,Finance Insurance And Real Estate,National Commercial Banks,small
26911,BANCFIRST CORP,BANF,Domestic Common Stock Primary Class,Finance Insurance And Real Estate,National Commercial Banks,mid
26964,BANCO BILBAO VIZCAYA ARGENTARIA SA,BBVA,ADR Common Stock,Finance Insurance And Real Estate,Commercial Banks Nec,mid
26989,BANCO DE EDWARDS,AED1,ADR Common Stock,,,small
26990,BANK OF CHILE,BCH,ADR Common Stock,Finance Insurance And Real Estate,Commercial Banks Nec,mid
26993,BANK OF GALICIA & BUENOS AIRES S A,BGALY,ADR Common Stock,Services,American Depositary Receipts,small
26994,BANCO GANADERO SA,BGA.B,ADR Common Stock,,,small
26995,MACRO BANK INC,BMA,ADR Common Stock,Finance Insurance And Real Estate,Commercial Banks Nec,mid
27000,BANCO RIO DE LA PLATA,BRS1,ADR Common Stock,Finance Insurance And Real Estate,Commercial Banks Nec,small
27001,BANCO SANTANDER SA,SAN,ADR Common Stock Primary Class,Finance Insurance And Real Estate,Commercial Banks Nec,mid
27031,BANCO SANTANDER CHILE,BSAC,ADR Common Stock,Finance Insurance And Real Estate,Commercial Banks Nec,mid
27042,BANCO SANTANDER (BRASIL) SA,BSBR,ADR Common Stock,Finance Insurance And Real Estate,Commercial Banks Nec,mid
27053,BANCORP CONNECTICUT INC,BKCT1,Domestic Common Stock,Finance Insurance And Real Estate,Savings Institutions Not Federally Chartered,small
27054,BANCORP RHODE ISLAND INC,BARI,Domestic Common Stock,Finance Insurance And Real Estate,National Commercial Banks,mid
27056,BANCORP INC,TBBK,Domestic Common Stock,Finance Insurance And Real Estate,National Commercial Banks,mid
27091,BANCTRUST FINANCIAL GROUP INC,BTFG,Domestic Common Stock,Finance Insurance And Real Estate,National Commercial Banks,mid
27110,BANCWEST CORP,BWE,Domestic Common Stock,Finance Insurance And Real Estate,State Commercial Banks,mid
27111,BANDAG INC,BDG1,Domestic Common Stock Primary Class,Manufacturing,Tires & Inner Tubes,mid
27137,BANC OF CALIFORNIA INC,BANC,Domestic Common Stock Primary Class,Finance Insurance And Real Estate,National Commercial Banks,mid
27153,BANGOR HYDRO ELECTRIC CO,BGR1,Domestic Common Stock,Transportation Communications Electric Gas And Sanitary Service,Electric Services,small
27254,BANK ONE CORP,ONE1,Domestic Common Stock,Finance Insurance And Real Estate,National Commercial Banks,mid
27275,BANK OF COMMERCE HOLDINGS,BOCH,Domestic Common Stock,Finance Insurance And Real Estate,State Commercial Banks,mid
27278,BANK OF THE CAROLINAS CORP,BCAR,Domestic Common Stock,Finance Insurance And Real Estate,National Commercial Banks,small
27279,BANK OF SOUTH CAROLINA CORP,BKSC,Domestic Common Stock,Finance Insurance And Real Estate,State Commercial Banks,small
27280,BANK UNITED CORP,BNKU1,Domestic Common Stock,Finance Insurance And Real Estate,Savings Institution Federally Chartered,mid
27286,BANKFINANCIAL CORP,BFIN,Domestic Common Stock,Finance Insurance And Real Estate,Savings Institution Federally Chartered,mid
27322,BANKNORTH GROUP INC,BNK2,Domestic Common Stock,Finance Insurance And Real Estate,State Commercial Banks,mid
27340,BANKRATE INC,RATE1,Domestic Common Stock,Services,Services-Business Services Nec,mid
27360,BANKRATE INC,RATE2,Domestic Common Stock,Services,Services-Computer Processing & Data Preparation,mid
27380,BANKUNITED FINANCIAL CORP,BKUNQ,Domestic Common Stock,Finance Insurance And Real Estate,Savings Institution Federally Chartered,mid
27405,BANKUNITED INC,BKU,Domestic Common Stock,Finance Insurance And Real Estate,Savings Institution Federally Chartered,mid
27426,BANNER CORP,BANR,Domestic Common Stock,Finance Insurance And Real Estate,State Commercial Banks,mid
27482,BANKWELL FINANCIAL GROUP INC,BWFG,Domestic Common Stock,Finance Insurance And Real Estate,State Commercial Banks,small
27488,BANRO CORP,BAA,Canadian Common Stock,Mining,Gold And Silver Ores,mid
27490,BANTA CORP,BN1,Domestic Common Stock,Manufacturing,Commercial Printing,mid
27515,BAR HARBOR BANKSHARES,BHB,Domestic Common Stock,Finance Insurance And Real Estate,State Commercial Banks,mid
27592,BARCLAYS PLC,BCS,ADR Common Stock Primary Class,Finance Insurance And Real Estate,Commercial Banks Nec,mid
27619,BARE ESCENTUALS INC,BARE,Domestic Common Stock,Manufacturing,Perfumes Cosmetics & Other Toilet Preparations,mid
27623,BARNES & NOBLE INC,BKS,Domestic Common Stock,Retail Trade,Retail-Miscellaneous Shopping Goods Stores,mid
27683,BARNES & NOBLE EDUCATION INC,BNED,Domestic Common Stock,Retail Trade,Retail-Miscellaneous Shopping Goods Stores,mid
27745,BARNESANDNOBLE COM INC,BNBN,Domestic Common Stock,Retail Trade,Retail-Record & Prerecorded Tape Stores,small
27789,BARR PHARMACEUTICALS INC,BRL,Domestic Common Stock,Manufacturing,Pharmaceutical Preparations,mid
27818,BARRA INC,BARZ1,Domestic Common Stock,Services,Services-Computer Programming Data Processing Etc.,mid
27844,BARRETT BUSINESS SERVICES INC,BBSI,Domestic Common Stock,Services,Services-Help Supply Services,mid
27871,BILL BARRETT CORP,BBG,Domestic Common Stock,Mining,Crude Petroleum & Natural Gas,mid
27922,BARRETT RESOURCES CORP,BRR1,Domestic Common Stock,Wholesale Trade,Wholesale-Petroleum & Petroleum Products (No Bulk Stations),mid
27927,BARRIER THERAPEUTICS INC,BTRX,Domestic Common Stock,Manufacturing,Pharmaceutical Preparations,small
27935,BARRY R G CORP,DFZ,Domestic Common Stock,Manufacturing,Footwear (No Rubber),mid
27944,BASIC ENERGY SERVICES INC,BASXQ,Domestic Common Stock,Mining,Oil & Gas Field Services Nec,mid
27987,BASIN EXPLORATION INC,BSNX,Domestic Common Stock,Mining,Crude Petroleum & Natural Gas,small
27988,BASIN WATER INC,BWTRQ,Domestic Common Stock,Transportation Communications Electric Gas And Sanitary Service,Water Supply,small
27996,BASSETT FURNITURE INDUSTRIES INC,BSET,Domestic Common Stock,Manufacturing,Wood Household Furniture (No Upholstered),mid
28029,BATTLE MOUNTAIN GOLD CO,BMGCA,Domestic Common Stock,Mining,Gold And Silver Ores,small
28031,EDDIE BAUER HOLDINGS INC,EBHIQ,Domestic Common Stock,Retail Trade,Retail-Apparel & Accessory Stores,small
28035,BAUSCH & LOMB INC,BOL,Domestic Common Stock,Manufacturing,Ophthalmic Goods,mid
28063,BAXANO SURGICAL INC,BAXSQ,Domestic Common Stock,Manufacturing,Surgical & Medical Instruments & Apparatus,small
28131,BAYLAKE CORP,BYLK,Domestic Common Stock,Finance Insurance And Real Estate,State Commercial Banks,small
28133,BAYTEX ENERGY CORP,BTE,Canadian Common Stock,Mining,Drilling Oil & Gas Wells,mid
